Area code,Area,Year,Series,System of trade,Value,Source
548,Vanuatu,2021,Exports FOB (millions of US dollars),G,76,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2022,Exports FOB (millions of US dollars),G,74,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,1995,Balance imports/exports (millions of US dollars),G,-67,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2005,Balance imports/exports (millions of US dollars),G,-111,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2010,Balance imports/exports (millions of US dollars),G,-230,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2015,Balance imports/exports (millions of US dollars),G,-316,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2020,Balance imports/exports (millions of US dollars),G,-167,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2021,Balance imports/exports (millions of US dollars),G,-230,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2022,Balance imports/exports (millions of US dollars),G,-269,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),1995,Imports CIF (millions of US dollars),G,10791,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2005,Imports CIF (millions of US dollars),G,21848,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2010,Imports CIF (millions of US dollars),G,32343,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2015,Imports CIF (millions of US dollars),G,40146,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2020,Imports CIF (millions of US dollars),G,9426,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2021,Imports CIF (millions of US dollars),G,10508,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2022,Imports CIF (millions of US dollars),G,13841,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),1995,Exports FOB (millions of US dollars),G,19093,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2005,Exports FOB (millions of US dollars),G,55413,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2010,Exports FOB (millions of US dollars),G,66963,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2015,Exports FOB (millions of US dollars),G,37236,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2020,Exports FOB (millions of US dollars),G,6279,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2021,Exports FOB (millions of US dollars),G,3175,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2022,Exports FOB (millions of US dollars),G,4833,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),1995,Balance imports/exports (millions of US dollars),G,8302,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2005,Balance imports/exports (millions of US dollars),G,33565,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2010,Balance imports/exports (millions of US dollars),G,34620,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2015,Balance imports/exports (millions of US dollars),G,-2910,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2020,Balance imports/exports (millions of US dollars),G,-3147,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2021,Balance imports/exports (millions of US dollars),G,-7334,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
862,Venezuela (Boliv. Rep. of),2022,Balance imports/exports (millions of US dollars),G,-9008,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,1995,Imports CIF (millions of US dollars),G,8155,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2005,Imports CIF (millions of US dollars),G,36761,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2010,Imports CIF (millions of US dollars),G,84839,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2015,Imports CIF (millions of US dollars),G,165776,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2020,Imports CIF (millions of US dollars),G,261309,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2021,Imports CIF (millions of US dollars),G,330752,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2022,Imports CIF (millions of US dollars),G,380249,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,1995,Exports FOB (millions of US dollars),G,5449,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2005,Exports FOB (millions of US dollars),G,32447,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2010,Exports FOB (millions of US dollars),G,72237,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2015,Exports FOB (millions of US dollars),G,162017,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2020,Exports FOB (millions of US dollars),G,281441,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2021,Exports FOB (millions of US dollars),G,335793,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2022,Exports FOB (millions of US dollars),G,371829,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,1995,Balance imports/exports (millions of US dollars),G,-2706,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2005,Balance imports/exports (millions of US dollars),G,-4314,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2010,Balance imports/exports (millions of US dollars),G,-12602,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2015,Balance imports/exports (millions of US dollars),G,-3759,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2020,Balance imports/exports (millions of US dollars),G,20132,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2021,Balance imports/exports (millions of US dollars),G,5040,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
704,Viet Nam,2022,Balance imports/exports (millions of US dollars),G,-8419,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
876,Wallis and Futuna Islands,1995,Imports CIF (millions of US dollars),G,13,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
876,Wallis and Futuna Islands,2005,Imports CIF (millions of US dollars),G,51,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
876,Wallis and Futuna Islands,2010,Imports CIF (millions of US dollars),G,35,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
876,Wallis and Futuna Islands,2015,Imports CIF (millions of US dollars),G,49,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
876,Wallis and Futuna Islands,2020,Imports CIF (millions of US dollars),G,69,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
876,Wallis and Futuna Islands,2021,Imports CIF (millions of US dollars),G,74,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
